,t_winter,t_spring,t_summer,t_fall,p_winter,p_spring,p_summer,p_fall
1377,13.07659,17.463247,23.736956,20.21152,11.424287,2.404728,0.21836415,2.2917213
1378,13.063183,17.371437,23.699617,20.282642,10.144502,2.1316295,0.16163842,2.0163326
1379,13.352674,17.51686,23.903149,20.68517,8.473127,1.7833382,0.10907164,1.6883142
1380,12.131031,16.619183,23.411911,19.639427,9.931818,2.085591,0.14749701,1.9438775
1381,12.637155,17.397263,24.48358,20.26145,8.915191,1.8725901,0.11480008,1.6391953
1382,12.223472,17.462044,24.403503,20.314941,9.016213,1.827231,0.106645115,1.4684254
1383,12.723396,18.82355,26.56801,21.614836,6.7325068,1.436836,0.06961642,1.1748781
1384,13.640147,20.154902,29.815575,23.198044,4.506093,1.5058944,0.12860693,0.8951317
1385,13.844874,20.215797,30.526848,23.69772,4.9029202,1.6139057,0.16305856,1.0856698
1386,12.811138,19.085932,29.530085,22.605028,6.5748,2.1051078,0.16337298,1.3855072
1387,11.895269,17.937094,28.247253,21.232471,8.327986,2.6268132,0.20017304,1.6611938
1388,10.685032,16.515625,27.10626,20.05675,10.0539,3.1454978,0.2876217,2.100845
1389,10.305153,15.481238,26.559708,19.478163,11.406088,3.534676,0.3902128,2.6337864
1390,8.054268,12.715336,24.133236,16.986313,12.908547,4.080841,0.46186924,3.0386798
1391,6.674882,11.515764,22.803795,15.72226,11.866795,3.791679,0.5762612,2.9356198
1392,5.7312293,10.606162,21.916521,14.890779,10.834895,3.4864779,0.6010683,2.6953633
1393,5.2131777,10.175492,21.520914,14.4449625,10.086039,3.0723414,0.7349573,2.8282888
1394,2.9279914,8.000288,19.348907,12.206879,11.098676,3.3431785,0.8354739,3.216516
1395,-0.39856088,5.898118,17.235468,9.273129,11.725969,3.1772256,1.182313,3.591507
1396,-2.4761467,4.416348,15.673962,7.3309793,9.113778,2.2677457,0.9822873,2.8030772
1397,0.07845412,7.495328,18.713072,10.082352,7.66539,1.8176708,0.9002693,2.3298345
1398,0.62234175,8.176393,19.252335,10.655312,3.9520977,0.9756486,0.66014874,1.0938998
1399,1.6790625,9.2021885,20.264196,11.695472,3.8295279,0.967394,0.7342063,1.0546443
1400,0.71195006,7.8253856,19.084291,10.5305,4.0219755,1.1235427,0.8568119,1.1493253
1401,12.833467,16.28401,21.8068,19.02444,14.86313,3.1424544,0.2867391,2.919798
1402,12.419288,16.751396,22.931791,19.358732,13.250758,2.817105,0.23038062,2.709964
1403,12.052582,16.871153,24.215794,19.776777,12.4196205,2.6112056,0.20239712,2.4649355
1404,12.487869,17.474384,25.328066,20.408955,11.063613,2.2382624,0.11782667,2.069183
1405,12.506055,17.625427,25.735415,20.722382,9.815071,2.0404127,0.12297531,1.736683
1406,11.488806,17.33434,26.180029,20.409815,9.580052,1.8391898,0.14519215,1.4605371
1407,11.334057,17.879084,27.049946,20.690111,8.522121,1.655351,0.089496866,1.3780632
1408,13.617229,20.277891,29.451223,23.17195,4.7314095,1.4373157,0.11373553,0.97415084
1409,14.077072,20.32321,30.533785,23.699871,4.953061,1.6269357,0.11991876,0.94415134
1410,13.63538,19.809093,30.253178,23.289995,5.6188006,1.8062288,0.09782489,1.0986674
